"Plot Title: Temp Birds Mammals fluid rm"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10571608, SEN S/N: 10571608)","RH, % (LGR S/N: 10571608, SEN S/N: 10571608)","DewPt, °F (LGR S/N: 10571608, SEN S/N: 10571608)","Host Connected (LGR S/N: 10571608)","End Of File (LGR S/N: 10571608)"
887,01/20/24 11:57:42 AM,65.408,53.806,48.267,,
888,01/20/24 12:57:42 PM,65.451,53.748,48.277,,
889,01/20/24 01:57:42 PM,65.493,53.998,48.441,,
890,01/20/24 02:57:42 PM,65.536,54.001,48.483,,
891,01/20/24 03:57:42 PM,65.579,54.159,48.601,,
892,01/20/24 04:57:42 PM,65.579,54.128,48.585,,
893,01/20/24 05:57:42 PM,65.451,54.857,48.825,,
894,01/20/24 06:57:42 PM,65.237,55.760,49.062,,
895,01/20/24 07:57:42 PM,65.365,54.635,48.636,,
896,01/20/24 08:57:42 PM,65.408,55.437,49.066,,
897,01/20/24 09:57:42 PM,65.493,55.843,49.341,,
898,01/20/24 10:57:42 PM,65.493,55.536,49.194,,
899,01/20/24 11:57:42 PM,65.493,55.782,49.312,,
900,01/21/24 12:57:42 AM,65.493,55.598,49.222,,
901,01/21/24 01:57:42 AM,65.536,54.987,48.967,,
902,01/21/24 02:57:42 AM,65.536,55.356,49.147,,
903,01/21/24 03:57:42 AM,65.579,55.236,49.129,,
904,01/21/24 04:57:42 AM,65.579,54.960,48.994,,
905,01/21/24 05:57:42 AM,65.493,55.229,49.044,,
906,01/21/24 06:57:42 AM,65.322,55.645,49.086,,
907,01/21/24 07:57:42 AM,65.365,55.034,48.830,,
908,01/21/24 08:57:42 AM,65.451,55.655,49.212,,
909,01/21/24 09:57:42 AM,65.536,56.000,49.456,,
910,01/21/24 10:57:42 AM,65.622,55.823,49.451,,
911,01/21/24 11:57:42 AM,65.707,55.799,49.519,,
912,01/21/24 12:57:42 PM,65.793,55.684,49.545,,
913,01/21/24 01:57:42 PM,65.878,55.721,49.642,,
914,01/21/24 02:57:42 PM,65.964,55.606,49.665,,
915,01/21/24 03:57:42 PM,66.007,55.548,49.678,,
916,01/21/24 04:57:42 PM,66.092,55.463,49.716,,
917,01/21/24 05:57:42 PM,66.135,55.405,49.728,,
918,01/21/24 06:57:42 PM,66.135,55.312,49.683,,
919,01/21/24 07:57:42 PM,66.092,55.708,49.834,,
920,01/21/24 08:57:42 PM,65.836,56.055,49.762,,
921,01/21/24 09:57:42 PM,65.622,56.466,49.759,,
922,01/21/24 10:57:42 PM,65.707,54.939,49.104,,
923,01/21/24 11:57:42 PM,65.750,55.004,49.174,,
924,01/22/24 12:57:42 AM,65.750,54.974,49.159,,
925,01/22/24 01:57:42 AM,65.750,54.943,49.145,,
926,01/22/24 02:57:42 AM,65.707,55.001,49.132,,
927,01/22/24 03:57:42 AM,65.622,55.178,49.140,,
928,01/22/24 04:57:42 AM,65.579,55.052,49.039,,
929,01/22/24 05:57:42 AM,65.536,54.956,48.952,,
930,01/22/24 06:57:42 AM,65.493,54.922,48.895,,
931,01/22/24 07:57:42 AM,65.408,54.946,48.828,,
932,01/22/24 08:57:42 AM,65.408,54.915,48.812,,
933,01/22/24 09:57:42 AM,65.408,55.345,49.021,,
934,01/22/24 10:57:42 AM,65.451,55.103,48.943,,
935,01/22/24 11:57:42 AM,65.451,55.103,48.943,,
936,01/22/24 12:57:42 PM,65.451,55.226,49.003,,
937,01/22/24 01:57:42 PM,65.408,55.284,48.992,,
938,01/22/24 02:57:42 PM,65.493,55.475,49.163,,
939,01/22/24 03:57:42 PM,65.536,55.601,49.264,,
940,01/22/24 04:57:42 PM,65.622,55.485,49.289,,
941,01/22/24 05:57:42 PM,65.707,55.492,49.372,,
942,01/22/24 06:57:42 PM,65.750,55.312,49.325,,
943,01/22/24 07:57:42 PM,65.622,55.578,49.332,,
944,01/22/24 08:57:42 PM,65.493,55.628,49.239,,
945,01/22/24 09:57:42 PM,65.579,55.421,49.217,,
946,01/22/24 10:57:42 PM,65.622,55.547,49.318,,
947,01/22/24 11:57:42 PM,65.664,55.673,49.419,,
948,01/23/24 12:57:42 AM,65.707,55.738,49.491,,
949,01/23/24 01:57:42 AM,65.707,55.677,49.460,,
950,01/23/24 02:57:42 AM,65.750,55.619,49.473,,
951,01/23/24 03:57:42 AM,65.793,55.407,49.410,,
952,01/23/24 04:57:42 AM,65.707,55.431,49.341,,
953,01/23/24 05:57:42 AM,65.622,55.363,49.230,,
954,01/23/24 06:57:42 AM,65.622,55.117,49.109,,
955,01/23/24 07:57:42 AM,65.622,55.055,49.080,,
956,01/23/24 08:57:42 AM,65.622,55.086,49.095,,
957,01/23/24 09:57:42 AM,65.622,55.178,49.140,,
958,01/23/24 10:57:42 AM,65.664,55.428,49.300,,
959,01/23/24 11:57:42 AM,65.664,55.673,49.419,,
960,01/23/24 12:57:42 PM,65.750,55.895,49.606,,
961,01/23/24 01:57:42 PM,65.878,55.813,49.687,,
962,01/23/24 02:57:42 PM,66.007,55.732,49.766,,
963,01/23/24 03:57:42 PM,66.051,55.705,49.793,,
964,01/23/24 04:57:42 PM,66.051,55.613,49.750,,
965,01/23/24 05:57:42 PM,66.051,55.336,49.615,,
966,01/23/24 06:57:42 PM,65.964,55.145,49.442,,
967,01/23/24 07:57:42 PM,65.664,55.090,49.136,,
968,01/23/24 08:57:42 PM,65.451,55.962,49.359,,
969,01/23/24 09:57:42 PM,65.536,55.632,49.280,,
970,01/23/24 10:57:42 PM,65.536,55.663,49.294,,
971,01/23/24 11:57:42 PM,65.536,55.632,49.280,,
972,01/24/24 12:57:42 AM,65.536,55.632,49.280,,
973,01/24/24 01:57:42 AM,65.493,55.506,49.179,,
974,01/24/24 02:57:42 AM,65.493,55.383,49.120,,
975,01/24/24 03:57:42 AM,65.493,55.414,49.134,,
976,01/24/24 04:57:42 AM,65.451,55.410,49.093,,
977,01/24/24 05:57:42 AM,65.408,55.437,49.066,,
978,01/24/24 06:57:42 AM,65.408,55.345,49.021,,
979,01/24/24 07:57:42 AM,65.365,55.280,48.951,,
980,01/24/24 08:57:42 AM,65.322,55.246,48.893,,
981,01/24/24 09:57:42 AM,65.322,55.584,49.057,,
982,01/24/24 10:57:42 AM,65.365,55.832,49.217,,
983,01/24/24 11:57:42 AM,65.365,56.016,49.305,,
984,01/24/24 12:57:42 PM,66.135,55.712,49.878,,
985,01/24/24 01:57:42 PM,65.878,55.813,49.687,,
986,01/24/24 02:57:42 PM,65.921,55.878,49.757,,
987,01/24/24 03:57:42 PM,66.051,55.858,49.867,,
988,01/24/24 04:57:42 PM,66.092,55.647,49.806,,
989,01/24/24 05:57:42 PM,66.007,55.333,49.573,,
990,01/24/24 06:57:42 PM,65.707,55.370,49.312,,
991,01/24/24 07:57:42 PM,65.536,55.816,49.368,,
992,01/24/24 08:57:42 PM,65.579,55.236,49.129,,
993,01/24/24 09:57:42 PM,65.579,55.543,49.276,,
994,01/24/24 10:57:42 PM,65.579,55.666,49.336,,
995,01/24/24 11:57:42 PM,65.579,55.697,49.350,,
996,01/25/24 12:57:42 AM,65.622,55.670,49.377,,
997,01/25/24 01:57:42 AM,65.664,55.734,49.449,,
998,01/25/24 02:57:42 AM,65.622,55.792,49.437,,
999,01/25/24 03:57:42 AM,65.664,55.796,49.478,,
1000,01/25/24 04:57:42 AM,65.664,55.765,49.464,,
1001,01/25/24 05:57:42 AM,65.707,55.799,49.519,,
1002,01/25/24 06:57:42 AM,65.750,55.864,49.591,,
1003,01/25/24 07:57:42 AM,65.750,55.834,49.577,,
1004,01/25/24 08:57:42 AM,65.793,55.684,49.545,,
1005,01/25/24 09:57:42 AM,65.707,56.198,49.710,,
1006,01/25/24 10:57:42 AM,65.536,56.245,49.573,,
1007,01/25/24 11:57:42 AM,65.278,55.580,49.015,,
1008,01/25/24 12:57:42 PM,65.066,55.286,48.673,,
1009,01/25/24 01:57:42 PM,65.066,55.746,48.895,,
1010,01/25/24 02:57:42 PM,65.151,54.833,48.533,,
1011,01/25/24 03:57:42 PM,65.107,55.014,48.582,,
1012,01/25/24 04:57:42 PM,65.107,55.198,48.672,,
1013,01/25/24 05:57:42 PM,65.066,54.856,48.465,,
1014,01/25/24 06:57:42 PM,64.936,54.569,48.205,,
1015,01/25/24 07:57:42 PM,65.066,53.933,48.013,,
1016,01/25/24 08:57:42 PM,65.066,53.779,47.935,,
1017,01/25/24 09:57:42 PM,65.066,53.686,47.890,,
1018,01/25/24 10:57:42 PM,65.023,53.590,47.802,,
1019,01/25/24 11:57:42 PM,65.023,53.559,47.788,,
1020,01/26/24 12:57:42 AM,64.980,53.556,47.746,,
1021,01/26/24 01:57:42 AM,64.893,53.580,47.678,,
1022,01/26/24 02:57:42 AM,64.936,53.583,47.719,,
1023,01/26/24 03:57:42 AM,64.893,53.642,47.709,,
1024,01/26/24 04:57:42 AM,64.893,53.796,47.786,,
1025,01/26/24 05:57:42 AM,64.893,53.827,47.800,,
1026,01/26/24 06:57:42 AM,64.893,53.827,47.800,,
1027,01/26/24 07:57:42 AM,64.893,53.919,47.845,,
1028,01/26/24 08:57:42 AM,64.893,53.888,47.831,,
1029,01/26/24 09:57:42 AM,64.893,53.703,47.739,,
1030,01/26/24 10:57:42 AM,64.765,53.816,47.676,,
1031,01/26/24 11:57:42 AM,64.679,53.871,47.624,,
1032,01/26/24 12:57:42 PM,64.594,53.803,47.511,,
1033,01/26/24 01:57:42 PM,64.638,53.837,47.566,,
1034,01/26/24 02:57:42 PM,64.765,54.125,47.827,,
1035,01/26/24 03:57:42 PM,64.679,54.241,47.806,,
1036,01/26/24 04:57:42 PM,64.638,54.145,47.719,,
1037,01/26/24 05:57:42 PM,64.508,54.042,47.548,,
1038,01/26/24 06:57:42 PM,64.594,53.895,47.556,,
1039,01/26/24 07:57:42 PM,64.936,53.275,47.566,,
1040,01/26/24 08:57:42 PM,65.023,53.158,47.586,,
1041,01/26/24 09:57:42 PM,65.023,53.065,47.539,,
1042,01/26/24 10:57:42 PM,64.980,52.938,47.437,,
1043,01/26/24 11:57:42 PM,65.107,52.886,47.530,,
1044,01/27/24 12:57:42 AM,65.151,52.797,47.525,,
1045,01/27/24 01:57:42 AM,65.194,52.583,47.457,,
1046,01/27/24 02:57:42 AM,65.237,52.370,47.388,,
1047,01/27/24 03:57:42 AM,65.237,52.339,47.372,,
1048,01/27/24 04:57:42 AM,65.237,52.059,47.230,,
1049,01/27/24 05:57:42 AM,65.237,51.935,47.167,,
1050,01/27/24 06:57:42 AM,65.278,51.845,47.160,,
1051,01/27/24 07:57:42 AM,65.278,51.908,47.192,,
1052,01/27/24 08:57:42 AM,65.278,51.877,47.176,,
1053,01/27/24 09:57:42 AM,65.322,51.818,47.185,,
1054,01/27/24 10:57:42 AM,65.365,51.666,47.147,,
1055,01/27/24 11:57:42 AM,65.408,51.451,47.075,,
1056,01/27/24 12:57:42 PM,65.451,50.582,46.663,,
1057,01/27/24 01:57:42 PM,65.451,49.018,45.833,,
1058,01/27/24 02:57:42 PM,65.322,47.753,45.025,,
1059,01/27/24 03:57:42 PM,65.023,47.227,44.461,,
1060,01/27/24 04:57:42 PM,64.508,47.065,43.902,,
1061,01/27/24 05:57:42 PM,64.423,46.429,43.468,,
1062,01/27/24 06:57:42 PM,64.594,46.156,43.470,,
1063,01/27/24 07:57:42 PM,64.594,46.693,43.772,,
1064,01/27/24 08:57:42 PM,64.594,47.323,44.123,,
1065,01/27/24 09:57:42 PM,64.594,47.889,44.434,,
1066,01/27/24 10:57:42 PM,64.638,48.238,44.665,,
1067,01/27/24 11:57:42 PM,64.638,48.520,44.818,,
1068,01/28/24 12:57:42 AM,64.722,48.746,45.018,,
1069,01/28/24 01:57:42 AM,64.765,48.969,45.178,,
1070,01/28/24 02:57:42 AM,64.809,49.097,45.286,,
1071,01/28/24 03:57:42 AM,64.809,49.191,45.336,,
1072,01/28/24 04:57:42 AM,64.809,49.347,45.419,,
1073,01/28/24 05:57:42 AM,64.809,49.316,45.403,,
1074,01/28/24 06:57:42 AM,64.809,49.347,45.419,,
1075,01/28/24 07:57:42 AM,64.809,49.347,45.419,,
1076,01/28/24 08:57:42 AM,64.852,49.413,45.495,,
1077,01/28/24 09:57:42 AM,64.936,49.012,45.358,,
1078,01/28/24 10:57:42 AM,64.893,48.978,45.300,,
1079,01/28/24 11:57:42 AM,64.936,49.044,45.374,,
1080,01/28/24 12:57:42 PM,65.023,47.479,44.600,,
1081,01/28/24 01:57:42 PM,64.980,46.688,44.121,,
1082,01/28/24 02:57:42 PM,64.852,47.215,44.298,,
1083,01/28/24 03:57:42 PM,64.852,47.467,44.438,,
1084,01/28/24 04:57:42 PM,64.679,46.730,43.871,,
1085,01/28/24 05:57:42 PM,64.423,46.113,43.290,,
1086,01/28/24 06:57:42 PM,64.166,45.874,42.919,,
1087,01/28/24 07:57:42 PM,63.952,45.701,42.625,,
1088,01/28/24 08:57:42 PM,63.824,45.598,42.451,,
1089,01/28/24 09:57:42 PM,64.252,45.152,42.584,,
1090,01/28/24 10:57:42 PM,64.294,45.472,42.807,,
1091,01/28/24 11:57:42 PM,64.252,46.038,43.090,,
1092,01/29/24 12:57:42 AM,64.294,46.483,43.380,,
1093,01/29/24 01:57:42 AM,64.294,46.798,43.558,,
1094,01/29/24 02:57:42 AM,64.294,46.861,43.592,,
1095,01/29/24 03:57:42 AM,64.294,46.893,43.610,,
1096,01/29/24 04:57:42 AM,64.423,46.555,43.538,,
1097,01/29/24 05:57:42 AM,64.467,46.526,43.561,,
1098,01/29/24 06:57:42 AM,64.423,46.807,43.678,,
1099,01/29/24 07:57:42 AM,64.467,46.968,43.808,,
1100,01/29/24 08:57:42 AM,64.508,47.065,43.902,,
1101,01/29/24 09:57:42 AM,64.508,46.939,43.831,,
1102,01/29/24 10:57:42 AM,64.123,46.975,43.498,,
1103,01/29/24 11:57:42 AM,63.995,46.494,43.113,,
1104,01/29/24 12:57:42 PM,64.038,46.276,43.029,,
1105,01/29/24 01:57:42 PM,64.038,45.454,42.562,,
1106,01/29/24 02:57:42 PM,63.995,45.704,42.667,,
1107,01/29/24 03:57:42 PM,63.952,45.986,42.787,,
1108,01/29/24 04:57:42 PM,63.824,46.198,42.791,,
1109,01/29/24 05:57:42 PM,63.439,46.959,42.865,,
1110,01/29/24 06:57:42 PM,63.567,47.219,43.126,,
1111,01/29/24 07:57:42 PM,63.738,47.514,43.444,,
1112,01/29/24 08:57:42 PM,64.081,47.853,43.945,,
1113,01/29/24 09:57:42 PM,64.252,48.210,44.296,,
1114,01/29/24 10:57:42 PM,64.294,48.527,44.506,,
1115,01/29/24 11:57:42 PM,64.380,48.627,44.640,,
1116,01/30/24 12:57:42 AM,64.467,48.477,44.636,,
1117,01/30/24 01:57:42 AM,64.467,48.539,44.670,,
1118,01/30/24 02:57:42 AM,64.551,48.452,44.701,,
1119,01/30/24 03:57:42 AM,64.594,48.392,44.708,,
1120,01/30/24 04:57:42 AM,64.679,48.273,44.722,,
1121,01/30/24 05:57:42 AM,64.722,48.213,44.730,,
1122,01/30/24 06:57:42 AM,64.765,48.153,44.735,,
1123,01/30/24 07:57:42 AM,64.765,48.153,44.735,,
1124,01/30/24 08:57:42 AM,64.765,48.184,44.753,,
1125,01/30/24 09:57:42 AM,64.809,48.125,44.758,,
1126,01/30/24 10:57:42 AM,64.809,48.030,44.708,,
1127,01/30/24 11:57:42 AM,64.467,48.037,44.398,,
1128,01/30/24 12:57:42 PM,64.337,48.624,44.598,,
1129,01/30/24 01:57:42 PM,64.423,49.975,45.397,,
1130,01/30/24 02:57:42 PM,64.551,50.484,45.783,,
1131,01/30/24 03:57:42 PM,64.551,51.758,46.443,,
1132,01/30/24 04:57:42 PM,64.679,51.861,46.614,,
1133,01/30/24 05:57:42 PM,64.679,51.334,46.342,,
1134,01/30/24 06:57:42 PM,63.952,52.115,46.071,,
1135,01/30/24 07:57:42 PM,63.909,52.174,46.060,,
1136,01/30/24 08:57:42 PM,64.722,51.616,46.528,,
1137,01/30/24 09:57:42 PM,65.023,51.515,46.753,,
1138,01/30/24 10:57:42 PM,65.278,51.628,47.048,,
1139,01/30/24 11:57:42 PM,65.493,51.644,47.255,,
1140,01/31/24 12:57:42 AM,65.622,51.561,47.331,,
1141,01/31/24 01:57:42 AM,65.622,51.499,47.298,,
1142,01/31/24 02:57:42 AM,65.579,51.402,47.208,,
1143,01/31/24 03:57:42 AM,65.622,51.312,47.201,,
1144,01/31/24 04:57:42 AM,65.622,51.219,47.152,,
1145,01/31/24 05:57:42 AM,65.536,51.243,47.088,,
1146,01/31/24 06:57:42 AM,65.493,51.271,47.062,,
1147,01/31/24 07:57:42 AM,65.408,51.327,47.012,,
1148,01/31/24 08:57:42 AM,65.365,51.324,46.971,,
1149,01/31/24 09:57:42 AM,65.408,51.638,47.172,,
1150,01/31/24 10:57:42 AM,64.980,53.772,47.853,,
1151,01/31/24 11:57:42 AM,64.638,54.883,48.079,,
1152,01/31/24 12:57:42 PM,64.423,55.602,48.227,,
1153,01/31/24 01:57:42 PM,64.209,56.470,48.441,,
1154,01/31/24 02:57:42 PM,64.038,57.309,48.675,,
1155,01/31/24 03:57:42 PM,63.995,57.853,48.888,,
1156,01/31/24 04:57:42 PM,63.952,58.213,49.014,,
1157,01/31/24 05:57:42 PM,63.952,58.243,49.028,,
1158,01/31/24 06:57:42 PM,64.380,57.794,49.222,,
1159,01/31/24 07:57:42 PM,64.852,56.890,49.240,,
1160,01/31/24 08:57:42 PM,65.066,56.481,49.246,,
1161,01/31/24 09:57:42 PM,65.237,56.220,49.282,,
1162,01/31/24 10:57:42 PM,65.365,55.955,49.275,,
1163,01/31/24 11:57:42 PM,65.451,55.747,49.255,,
1164,02/01/24 12:57:42 AM,65.493,55.628,49.239,,
1165,02/01/24 01:57:42 AM,65.579,55.666,49.336,,
1166,02/01/24 02:57:42 AM,65.579,55.513,49.262,,
1167,02/01/24 03:57:42 AM,65.579,55.328,49.172,,
1168,02/01/24 04:57:42 AM,65.536,55.202,49.071,,
1169,02/01/24 05:57:42 AM,65.536,55.110,49.026,,
1170,02/01/24 06:57:42 AM,65.664,54.905,49.046,,
1171,02/01/24 07:57:42 AM,65.664,54.751,48.972,,
1172,02/01/24 08:57:42 AM,65.664,54.597,48.897,,
1173,02/01/24 09:57:42 AM,65.664,54.443,48.821,,
1174,02/01/24 10:57:42 AM,65.622,54.440,48.780,,
1175,02/01/24 11:57:42 AM,65.408,54.853,48.783,,
1176,02/01/24 12:57:42 PM,65.151,55.539,48.875,,
1177,02/01/24 01:57:42 PM,65.023,56.049,49.001,,
1178,02/01/24 02:57:42 PM,64.936,56.623,49.194,,
1179,02/01/24 03:57:42 PM,64.809,57.070,49.284,,
1180,02/01/24 04:57:42 PM,64.852,56.432,49.023,,
1181,02/01/24 05:57:42 PM,65.066,56.328,49.174,,
1182,02/01/24 06:57:42 PM,65.107,55.934,49.026,,
1183,02/01/24 07:57:42 PM,65.237,56.006,49.179,,
1184,02/01/24 08:57:42 PM,65.322,55.829,49.174,,
1185,02/01/24 09:57:42 PM,65.365,55.679,49.143,,
1186,02/01/24 10:57:42 PM,65.408,55.560,49.125,,
1187,02/01/24 11:57:42 PM,65.451,55.471,49.122,,
1188,02/02/24 12:57:42 AM,65.451,55.318,49.048,,
1189,02/02/24 01:57:42 AM,65.451,55.287,49.033,,
1190,02/02/24 02:57:42 AM,65.408,55.222,48.961,,
1191,02/02/24 03:57:42 AM,65.365,55.188,48.906,,
1192,02/02/24 04:57:42 AM,65.365,55.127,48.875,,
1193,02/02/24 05:57:42 AM,65.365,55.096,48.861,,
1194,02/02/24 06:57:42 AM,65.365,55.004,48.816,,
1195,02/02/24 07:57:42 AM,65.365,55.034,48.830,,
1196,02/02/24 08:57:42 AM,65.365,54.788,48.711,,
1197,02/02/24 09:57:42 AM,65.365,54.758,48.695,,
1198,02/02/24 10:57:42 AM,65.365,54.788,48.711,,
1199,02/02/24 11:57:42 AM,65.408,54.823,48.767,,
1200,02/02/24 12:57:42 PM,65.536,55.233,49.086,,
1201,02/02/24 01:57:42 PM,65.151,54.833,48.533,,
1202,02/02/24 02:57:42 PM,64.722,55.228,48.326,,
1203,02/02/24 03:57:42 PM,64.679,55.745,48.537,,
1204,02/02/24 04:57:42 PM,64.893,55.947,48.832,,
1205,02/02/24 05:57:42 PM,65.066,55.961,48.999,,
1206,02/02/24 06:57:42 PM,65.194,55.849,49.064,,
1207,02/02/24 07:57:42 PM,65.322,55.645,49.086,,
1208,02/02/24 08:57:42 PM,65.365,55.403,49.010,,
1209,02/02/24 09:57:42 PM,65.365,55.157,48.891,,
1210,02/02/24 10:57:42 PM,65.408,54.976,48.843,,
1211,02/02/24 11:57:42 PM,65.408,54.884,48.798,,
1212,02/03/24 12:57:42 AM,65.365,54.727,48.681,,
1213,02/03/24 01:57:42 AM,65.322,54.662,48.609,,
1214,02/03/24 02:57:42 AM,65.322,54.570,48.564,,
1215,02/03/24 03:57:42 AM,65.278,54.535,48.508,,
1216,02/03/24 04:57:42 AM,65.237,54.532,48.466,,
1217,02/03/24 05:57:42 AM,65.237,54.470,48.436,,
1218,02/03/24 06:57:42 AM,65.194,54.405,48.364,,
1219,02/03/24 07:57:42 AM,65.194,54.313,48.319,,
1220,02/03/24 08:57:42 AM,65.194,54.344,48.333,,
1221,02/03/24 09:57:42 AM,65.151,54.310,48.277,,
1222,02/03/24 10:57:42 AM,65.151,54.402,48.322,,
1223,02/03/24 11:57:42 AM,65.194,54.467,48.394,,
1224,02/03/24 12:57:42 PM,65.237,54.501,48.450,,
1225,02/03/24 01:57:42 PM,65.237,54.470,48.436,,
1226,02/03/24 02:57:42 PM,65.322,54.354,48.457,,
1227,02/03/24 03:57:42 PM,65.408,54.392,48.556,,
1228,02/03/24 04:57:42 PM,65.493,54.306,48.594,,
1229,02/03/24 05:57:42 PM,65.579,54.221,48.632,,
1230,02/03/24 06:57:42 PM,65.664,54.042,48.623,,
1231,02/03/24 07:57:42 PM,65.707,53.922,48.603,,
1232,02/03/24 08:57:42 PM,65.750,53.833,48.598,,
1233,02/03/24 09:57:42 PM,65.750,53.648,48.506,,
1234,02/03/24 10:57:42 PM,65.707,53.521,48.403,,
1235,02/03/24 11:57:42 PM,65.707,53.459,48.373,,
1236,02/04/24 12:57:42 AM,65.707,53.335,48.310,,
1237,02/04/24 01:57:42 AM,65.707,53.088,48.187,,
1238,02/04/24 02:57:42 AM,65.664,52.961,48.083,,
1239,02/04/24 03:57:42 AM,65.579,52.830,47.937,,
1240,02/04/24 04:57:42 AM,65.536,52.703,47.835,,
1241,02/04/24 05:57:42 AM,65.493,52.669,47.777,,
1242,02/04/24 06:57:42 AM,65.451,52.696,47.752,,
1243,02/04/24 07:57:42 AM,65.451,52.758,47.782,,
1244,02/04/24 08:57:42 AM,65.408,52.724,47.725,,
1245,02/04/24 09:57:42 AM,65.408,52.662,47.694,,
1246,02/04/24 10:57:42 AM,65.408,52.569,47.647,,
1247,02/04/24 11:57:42 AM,65.408,52.631,47.678,,
1248,02/04/24 12:57:42 PM,65.451,52.758,47.782,,
1249,02/04/24 01:57:42 PM,65.493,52.885,47.887,,
1250,02/04/24 02:57:42 PM,65.579,53.202,48.124,,
1251,02/04/24 03:57:42 PM,65.664,53.518,48.362,,
1252,02/04/24 04:57:42 PM,65.750,53.895,48.628,,
1253,02/04/24 05:57:42 PM,65.793,54.053,48.747,,
1254,02/04/24 06:57:42 PM,65.793,54.114,48.778,,
1255,02/04/24 07:57:42 PM,65.750,54.080,48.720,,
1256,02/04/24 08:57:42 PM,65.750,53.988,48.675,,
1257,02/04/24 09:57:42 PM,65.707,53.984,48.634,,
1258,02/04/24 10:57:42 PM,65.622,54.162,48.643,,
1259,02/04/24 11:57:42 PM,65.622,54.347,48.733,,
1260,02/05/24 12:57:42 AM,65.622,54.532,48.825,,
1261,02/05/24 01:57:42 AM,65.622,54.748,48.931,,
1262,02/05/24 02:57:42 AM,65.622,54.902,49.005,,
1263,02/05/24 03:57:42 AM,65.622,54.994,49.050,,
1264,02/05/24 04:57:42 AM,65.622,55.117,49.109,,
1265,02/05/24 05:57:42 AM,65.622,55.240,49.170,,
1266,02/05/24 06:57:42 AM,65.622,55.209,49.154,,
1267,02/05/24 07:57:42 AM,65.664,55.274,49.226,,
1268,02/05/24 08:57:42 AM,65.664,55.428,49.300,,
1269,02/05/24 09:57:42 AM,65.664,55.612,49.390,,
1270,02/05/24 10:57:42 AM,65.707,55.615,49.431,,
1271,02/05/24 11:57:42 AM,65.750,55.772,49.546,,
1272,02/05/24 12:57:42 PM,65.750,55.803,49.561,,
1273,02/05/24 01:57:42 PM,65.793,55.806,49.602,,
1274,02/05/24 02:57:42 PM,65.793,55.868,49.633,,
1275,02/05/24 03:57:42 PM,65.836,55.871,49.674,,
1276,02/05/24 04:57:42 PM,65.836,55.871,49.674,,
1277,02/05/24 05:57:42 PM,65.878,55.752,49.656,,
1278,02/05/24 06:57:42 PM,65.878,55.691,49.627,,
1279,02/05/24 07:57:42 PM,65.878,55.629,49.597,,
1280,02/05/24 08:57:42 PM,65.921,55.510,49.579,,
1281,02/05/24 09:57:42 PM,65.878,55.414,49.494,,
1282,02/05/24 10:57:42 PM,65.836,55.349,49.422,,
1283,02/05/24 11:57:42 PM,65.836,55.257,49.377,,
1284,02/06/24 12:57:42 AM,65.793,55.284,49.350,,
1285,02/06/24 01:57:42 AM,65.793,55.284,49.350,,
1286,02/06/24 02:57:42 AM,65.750,55.250,49.294,,
1287,02/06/24 03:57:42 AM,65.750,55.312,49.325,,
1288,02/06/24 04:57:42 AM,65.707,55.339,49.298,,
1289,02/06/24 05:57:42 AM,65.664,55.397,49.285,,
1290,02/06/24 06:57:42 AM,65.622,55.792,49.437,,
1291,02/06/24 07:57:42 AM,65.579,55.973,49.483,,
1292,02/06/24 08:57:42 AM,65.579,56.157,49.572,,
1293,02/06/24 09:57:42 AM,65.622,56.283,49.671,,
1294,02/06/24 10:57:42 AM,65.622,56.374,49.716,,
1295,02/06/24 11:57:42 AM,65.622,56.497,49.773,,
1296,02/06/24 12:57:42 PM,65.622,56.405,49.730,,
1297,02/06/24 01:57:42 PM,65.664,56.623,49.874,,
1298,02/06/24 02:57:42 PM,65.707,56.504,49.856,,
1299,02/06/24 03:57:42 PM,65.707,56.382,49.798,,
1300,02/06/24 04:57:42 PM,65.664,56.439,49.786,,
1301,02/06/24 05:57:42 PM,65.579,56.371,49.674,,
1302,02/06/24 06:57:42 PM,65.664,56.072,49.611,,
1303,02/06/24 07:57:42 PM,65.664,56.225,49.683,,
1304,02/06/24 08:57:42 PM,65.664,56.470,49.800,,
1305,02/06/24 09:57:42 PM,65.664,56.623,49.874,,
1306,02/06/24 10:57:42 PM,65.664,56.684,49.903,,
1307,02/06/24 11:57:42 PM,65.664,56.837,49.975,,
1308,02/07/24 12:57:42 AM,65.707,56.901,50.045,,
1309,02/07/24 01:57:42 AM,65.707,56.840,50.016,,
1310,02/07/24 02:57:42 AM,65.707,56.871,50.031,,
1311,02/07/24 03:57:42 AM,65.707,56.810,50.002,,
1312,02/07/24 04:57:42 AM,65.750,56.722,50.000,,
1313,02/07/24 05:57:42 AM,65.707,56.626,49.915,,
1314,02/07/24 06:57:42 AM,65.750,56.630,49.957,,
1315,02/07/24 07:57:42 AM,65.707,56.565,49.887,,
1316,02/07/24 08:57:42 AM,65.750,56.599,49.942,,
1317,02/07/24 09:57:42 AM,65.750,56.508,49.899,,
1318,02/07/24 10:57:42 AM,65.793,56.358,49.867,,
1319,02/07/24 11:57:42 AM,65.836,56.392,49.924,,
1320,02/07/24 12:57:42 PM,65.750,56.354,49.825,,
1321,02/07/24 01:57:42 PM,65.622,56.191,49.627,,
